No. ,Info  ,Name  ,Method  ,Weight  [mg],N  Area,C  Area,N  Factor,C  Factor,N  [%],C  [%],C/N  ratio,Memo  ,Date       Time  
212,bl,aspartic-1mg,20mg150sIRMS_delay,1.005,4671,7184,0.8188,0.9483,9.92,24.85,2.5057,,10/15/22 6:03
213,bl,aspartic-3mg,20mg150sIRMS_delay,2.967,13230,18370,0.8188,0.9483,9.51,21.65,2.2773,,10/15/22 6:18
214,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.06,454,752,0.8188,0.9483,16.3,43.65,2.6773,,10/15/22 6:31
215,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.046,351,566,0.8188,0.9483,16.43,42.85,2.6081,,10/15/22 6:44
216,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.041,326,509,0.8188,0.9483,17.1,43.24,2.529,,10/15/22 6:57
217,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.069,468,830,0.8188,0.9483,14.59,41.91,2.872,,10/15/22 7:10
218,"Nu,Cu",mt,20mg150sIRMS_delay,100,388,84,0.8188,0.9483,0.01,0,0.3507,"changed ash crucible, red tube",10/17/22 12:58
219,"Nu,Cu",mt,20mg150sIRMS_delay,100,294,36,0.8188,0.9483,0.01,0,0.2007,,10/17/22 13:11
220,"Nu,Cu",mt,20mg150sIRMS_delay,100,255,59,0.8188,0.9483,0.01,0,0.3753,,10/17/22 13:24
221,"Nu,Cu",mt,20mg150sIRMS_delay,100,270,41,0.8188,0.9483,0.01,0,0.2467,,10/17/22 13:38
222,,runin,20mg150sIRMS_delay,0.53,2664,5802,0.8188,0.9483,10.74,38.03,3.5408,,10/17/22 13:51
223,,runin,20mg150sIRMS_delay,0.509,2597,5749,0.8188,0.9483,10.9,39.23,3.5998,,10/17/22 14:04
224,,runin,20mg150sIRMS_delay,0.565,2690,5650,0.8188,0.9483,10.17,34.73,3.4144,,10/17/22 14:17
225,,aspartic,20mg150sIRMS_delay,0.548,2837,6051,0.7788,0.8922,10.52,36.09,3.4306,,10/17/22 14:30
226,,aspartic,20mg150sIRMS_delay,0.561,2742,5724,0.8249,0.9656,10.52,36.09,3.4306,,10/17/22 14:44
227,,aspartic,20mg150sIRMS_delay,0.511,2513,5204,0.8199,0.9676,10.52,36.09,3.4306,,10/17/22 14:57
228,bl,121,20mg150sIRMS_delay,10.14,7000,39493,0.8079,0.9418,1.45,13.54,9.3704,,10/17/22 15:11
229,,122,20mg150sIRMS_delay,9.99,701,2382,0.8079,0.9418,0.15,0.82,5.5395,,10/17/22 15:24
230,"Nu,Cu",123,20mg150sIRMS_delay,10.31,401,1267,0.8079,0.9418,0.08,0.43,5.1384,,10/17/22 15:37
231,"Nu,Cu",124,20mg150sIRMS_delay,10.34,448,981,0.8079,0.9418,0.09,0.33,3.5676,,10/17/22 15:50
232,bl,125,20mg150sIRMS_delay,10.34,1700,9076,0.8079,0.9418,0.35,3.03,8.7517,,10/17/22 16:05
233,bl,126,20mg150sIRMS_delay,10.03,4426,26141,0.8079,0.9418,0.93,9.05,9.7404,,10/17/22 16:19
234,bl,127,20mg150sIRMS_delay,10.16,1976,14998,0.8079,0.9418,0.41,5.12,12.4825,,10/17/22 16:33
235,bl,128,20mg150sIRMS_delay,10.08,1962,10551,0.8079,0.9418,0.41,3.62,8.8247,,10/17/22 16:47
236,bl,129,20mg150sIRMS_delay,10.46,1108,6854,0.8079,0.9418,0.22,2.26,10.1033,,10/17/22 17:01
237,"Nu,Cu",130,20mg150sIRMS_delay,10.26,568,1675,0.8079,0.9418,0.12,0.56,4.7977,,10/17/22 17:15
238,"Nu,Cu",131,20mg150sIRMS_delay,10.13,578,1493,0.8079,0.9418,0.12,0.51,4.2081,,10/17/22 17:28
239,"Nu,Cu",132,20mg150sIRMS_delay,10.2,331,575,0.8079,0.9418,0.07,0.2,2.8326,,10/17/22 17:41
240,Cu,133,20mg150sIRMS_delay,10.04,680,481,0.8079,0.9418,0.14,0.17,1.1547,,10/17/22 17:54
241,"Nu,Cu",134,20mg150sIRMS_delay,10.07,495,1755,0.8079,0.9418,0.1,0.6,5.7738,,10/17/22 18:07
242,"Nu,Cu",135,20mg150sIRMS_delay,10.45,576,1323,0.8079,0.9418,0.12,0.44,3.7399,,10/17/22 18:20
243,"Nu,Cu",135-rep,20mg150sIRMS_delay,10.08,338,580,0.8079,0.9418,0.07,0.2,2.7936,,10/17/22 18:34
244,"Nu,Cu",MT,20mg150sIRMS_delay,100,258,41,0.8079,0.9418,0.01,0,0.2562,,10/17/22 18:47
245,,aspartic,20mg150sIRMS_delay,0.579,2667,5952,0.8753,0.9584,10.52,36.09,3.4306,,10/17/22 19:00
246,bl,136,20mg150sIRMS_delay,10.42,3529,26972,0.8753,0.9584,0.77,9.15,11.8275,,10/17/22 19:49
247,"Nu,Cu",137,20mg150sIRMS_delay,10.09,436,763,0.8753,0.9584,0.1,0.27,2.6757,,10/17/22 20:03
248,Nu,138,20mg150sIRMS_delay,10.28,489,3041,0.8753,0.9584,0.11,1.04,9.4825,,10/17/22 20:16
249,"Nu,Cu",139,20mg150sIRMS_delay,10.09,397,833,0.8753,0.9584,0.09,0.29,3.2092,,10/17/22 20:29
250,"Nu,Cu",140,20mg150sIRMS_delay,10.06,285,1091,0.8753,0.9584,0.07,0.38,5.863,,10/17/22 20:42
251,Nu,141,20mg150sIRMS_delay,10.14,585,5709,0.8753,0.9584,0.13,1.98,14.8912,,10/17/22 20:55
252,bl,142,20mg150sIRMS_delay,10.03,2634,18813,0.8753,0.9584,0.6,6.63,11.0495,,10/17/22 21:09
253,"Nu,Cu",143,20mg150sIRMS_delay,10.43,341,659,0.8753,0.9584,0.08,0.22,2.9584,,10/17/22 21:22
254,"Nu,Cu",144,20mg150sIRMS_delay,10.07,348,969,0.8753,0.9584,0.08,0.34,4.2566,,10/17/22 21:36
255,bl,145,20mg150sIRMS_delay,9.98,2306,17233,0.8753,0.9584,0.53,6.1,11.5558,,10/17/22 21:50
256,,146,20mg150sIRMS_delay,10.08,823,6221,0.8753,0.9584,0.19,2.17,11.5745,,10/17/22 22:03
257,"Nu,Cu",147,20mg150sIRMS_delay,9.99,440,874,0.8753,0.9584,0.1,0.31,3.0385,,10/17/22 22:16
258,"Nu,Cu",148,20mg150sIRMS_delay,10.16,413,884,0.8753,0.9584,0.09,0.31,3.2705,,10/17/22 22:29
259,,149,20mg150sIRMS_delay,10.32,757,4655,0.8753,0.9584,0.17,1.58,9.4009,,10/17/22 22:42
260,"Nu,Cu",150,20mg150sIRMS_delay,10.26,389,550,0.8753,0.9584,0.09,0.19,2.1621,,10/17/22 22:56
261,"Nu,Cu",150-rep,20mg150sIRMS_delay,10.4,434,583,0.8753,0.9584,0.1,0.2,2.0518,,10/17/22 23:09
262,"Nu,Cu",MT,20mg150sIRMS_delay,100,209,18,0.8753,0.9584,0,0,0.1344,,10/17/22 23:22
263,,aspartic,20mg150sIRMS_delay,0.506,2432,5263,0.8389,0.9474,10.52,36.09,3.4306,,10/17/22 23:35
264,"Nu,Cu",aspartic-0.1mg,20mg150sIRMS_delay,0.092,587,1076,0.8389,0.9474,14.08,40.69,2.8912,,10/17/22 23:48
265,bl,aspartic-1mg,20mg150sIRMS_delay,1.047,4747,7728,0.8389,0.9474,9.91,25.64,2.5873,,10/18/22 0:02
266,bl,aspartic-3mg,20mg150sIRMS_delay,2.96,12982,20186,0.8389,0.9474,9.58,23.83,2.4872,,10/18/22 0:17
267,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.062,427,779,0.8389,0.9474,15.18,43.7,2.8779,,10/18/22 0:30
268,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.047,402,622,0.8389,0.9474,18.89,46.08,2.44,,10/18/22 0:43
269,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.072,451,847,0.8389,0.9474,13.81,40.93,2.9641,,10/18/22 0:56
270,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.043,366,574,0.8389,0.9474,18.76,46.44,2.4755,,10/18/22 1:09
271,"Nu,Cu",MT,20mg150sIRMS_delay,100,216,14,0.8389,0.9474,0,0,0.1049,,10/18/22 1:22
272,"Nu,Cu",mt,20mg150sIRMS_delay,100,323,59,0.8389,0.9474,0.01,0,0.2858,ash crucible changed,10/18/22 13:32
273,"Nu,Cu",mt,20mg150sIRMS_delay,100,233,16,0.8389,0.9474,0.01,0,0.106,,10/18/22 13:45
274,"Nu,Cu",mt,20mg150sIRMS_delay,100,213,13,0.8389,0.9474,0,0,0.0958,,10/18/22 13:58
275,"Nu,Cu",mt,20mg150sIRMS_delay,100,246,6,0.8389,0.9474,0.01,0,0.0412,,10/18/22 14:12
276,,runin,20mg150sIRMS_delay,0.533,2707,5616,0.8389,0.9474,11.11,36.56,3.2895,,10/18/22 14:25
277,,runin,20mg150sIRMS_delay,0.54,2871,5907,0.8389,0.9474,11.64,37.97,3.2619,,10/18/22 14:38
278,,runin,20mg150sIRMS_delay,0.515,2570,5471,0.8389,0.9474,10.93,36.86,3.3743,,10/18/22 14:51
279,,aspartic,20mg150sIRMS_delay,0.512,2579,5379,0.8005,0.9379,10.52,36.09,3.4306,,10/18/22 15:04
280,,aspartic,20mg150sIRMS_delay,0.537,2702,5580,0.8013,0.9482,10.52,36.09,3.4306,,10/18/22 15:17
281,,aspartic,20mg150sIRMS_delay,0.53,2600,5439,0.8218,0.9602,10.52,36.09,3.4306,,10/18/22 15:31
282,"Nu,Cu",151,20mg150sIRMS_delay,10.13,351,490,0.8079,0.9488,0.07,0.17,2.2914,,10/18/22 15:44
283,"Nu,Cu",152,20mg150sIRMS_delay,10.03,509,1895,0.8079,0.9488,0.11,0.66,6.1097,,10/18/22 15:57
284,"Nu,Cu",153,20mg150sIRMS_delay,10.13,375,545,0.8079,0.9488,0.08,0.19,2.3872,,10/18/22 16:10
285,"Nu,Cu",154,20mg150sIRMS_delay,9.98,387,572,0.8079,0.9488,0.08,0.2,2.4253,,10/18/22 16:23
286,bl,155,20mg150sIRMS_delay,10.03,1163,7899,0.8079,0.9488,0.24,2.74,11.1884,,10/18/22 16:38
287,"Nu,Cu",156,20mg150sIRMS_delay,10.21,477,744,0.8079,0.9488,0.1,0.25,2.5565,,10/18/22 16:51
288,"Nu,Cu",157,20mg150sIRMS_delay,10.25,398,740,0.8079,0.9488,0.08,0.25,3.0495,,10/18/22 17:04
289,"Nu,Cu",158,20mg150sIRMS_delay,10.05,471,992,0.8079,0.9488,0.1,0.34,3.4565,,10/18/22 17:17
290,bl,159,20mg150sIRMS_delay,10.39,1078,9846,0.8079,0.9488,0.22,3.3,15.0612,,10/18/22 17:31
291,bl,160,20mg150sIRMS_delay,9.83,1625,12820,0.8079,0.9488,0.35,4.55,13.0545,,10/18/22 17:45
292,bl,161,20mg150sIRMS_delay,10.38,1389,10125,0.8079,0.9488,0.28,3.4,12.0323,,10/18/22 17:59
293,"Nu,Cu",162,20mg150sIRMS_delay,10.45,300,260,0.8079,0.9488,0.06,0.09,1.4215,,10/18/22 18:13
294,"Nu,Cu",163,20mg150sIRMS_delay,10.28,606,1967,0.8079,0.9488,0.13,0.67,5.3246,,10/18/22 18:26
295,Cu,164,20mg150sIRMS_delay,10.34,636,2243,0.8079,0.9488,0.13,0.76,5.7875,,10/18/22 18:39
296,"Nu,Cu",165,20mg150sIRMS_delay,10.39,417,1072,0.8079,0.9488,0.09,0.36,4.2152,,10/18/22 18:52
297,"Nu,Cu",165-rep,20mg150sIRMS_delay,9.92,393,944,0.8079,0.9488,0.08,0.33,3.9431,,10/18/22 19:05
298,"Nu,Cu",MT,20mg150sIRMS_delay,100,271,34,0.8079,0.9488,0.01,0,0.2035,,10/18/22 19:19
299,,aspartic,20mg150sIRMS_delay,0.486,2356,5106,0.8315,0.938,10.52,36.09,3.4306,,10/18/22 19:32
300,"Nu,Cu",166,20mg150sIRMS_delay,10.49,422,1160,0.8315,0.938,0.09,0.38,4.3269,,10/18/22 19:45
301,,167,20mg150sIRMS_delay,9.89,671,6293,0.8315,0.938,0.15,2.19,14.7568,,10/18/22 19:58
302,"Nu,Cu",168,20mg150sIRMS_delay,10.25,352,363,0.8315,0.938,0.08,0.12,1.6253,,10/18/22 20:11
303,"Nu,Cu",169,20mg150sIRMS_delay,10.18,513,1744,0.8315,0.938,0.11,0.59,5.3592,,10/18/22 20:25
304,"Nu,Cu",170,20mg150sIRMS_delay,10.34,417,623,0.8315,0.938,0.09,0.21,2.3525,,10/18/22 20:38
305,"Nu,Cu",171,20mg150sIRMS_delay,10.06,345,1867,0.8315,0.938,0.07,0.64,8.5259,,10/18/22 20:51
306,bl,172,20mg150sIRMS_delay,10.34,1566,6703,0.8315,0.938,0.33,2.23,6.7783,,10/18/22 21:05
307,bl,173,20mg150sIRMS_delay,10.03,2238,11213,0.8315,0.938,0.48,3.85,7.9599,,10/18/22 21:19
308,"Nu,Cu",174,20mg150sIRMS_delay,9.97,349,453,0.8315,0.938,0.08,0.16,2.0452,,10/18/22 21:32
309,Nu,175,20mg150sIRMS_delay,10.31,546,2627,0.8315,0.938,0.12,0.88,7.5684,,10/18/22 21:46
310,Cu,176,20mg150sIRMS_delay,9.98,653,2036,0.8315,0.938,0.14,0.7,4.9153,,10/18/22 21:59
311,bl,178,20mg150sIRMS_delay,10.09,1263,11018,0.8315,0.938,0.27,3.76,13.8328,,10/18/22 22:13
312,,179,20mg150sIRMS_delay,10.4,779,5648,0.8315,0.938,0.16,1.87,11.4279,,10/18/22 22:26
313,"Nu,Cu",180,20mg150sIRMS_delay,10.12,389,687,0.8315,0.938,0.08,0.23,2.7814,,10/18/22 22:39
314,"Nu,Cu",180-rep,20mg150sIRMS_delay,9.92,385,562,0.8315,0.938,0.08,0.2,2.2993,,10/18/22 22:52
315,"Nu,Cu",MT,20mg150sIRMS_delay,100,231,22,0.8315,0.938,0.01,0,0.1466,,10/18/22 23:06
316,,aspartic,20mg150sIRMS_delay,0.579,2909,6345,0.8025,0.8988,10.52,36.09,3.4306,,10/18/22 23:19
317,Cu,aspartic-0.1mg,20mg150sIRMS_delay,0.103,662,1214,0.8025,0.8988,13.56,38.92,2.8701,,10/18/22 23:32
318,bl,aspartic-1mg,20mg150sIRMS_delay,1.001,4570,7573,0.8025,0.8988,9.55,24.93,2.6108,,10/18/22 23:46
319,bl,aspartic-3mg,20mg150sIRMS_delay,2.964,13126,19641,0.8025,0.8988,9.25,21.96,2.3737,,10/19/22 0:00
320,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.045,414,579,0.8025,0.8988,19.41,42.51,2.1895,,10/19/22 0:13
321,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.043,383,533,0.8025,0.8988,18.81,40.89,2.1737,,10/19/22 0:27
322,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.059,424,717,0.8025,0.8988,15.17,40.09,2.6429,,10/19/22 0:40
323,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.058,435,725,0.8025,0.8988,15.84,41.27,2.6044,,10/19/22 0:53
324,"Nu,Cu",MT,20mg150sIRMS_delay,100,226,15,0.8025,0.8988,0,0,0.1015,,10/19/22 1:06
325,Cu,mt,20mg150sIRMS_delay,100,2410,621,0.8025,0.8988,0.05,0.02,0.4062,ash crucible. red tube changed,10/19/22 11:24
326,"Nu,Cu",mt,20mg150sIRMS_delay,100,207,236,0.8025,0.8988,0,0.01,1.7866,,10/19/22 11:37
327,"Nu,Cu",mt,20mg150sIRMS_delay,100,309,533,0.8025,0.8988,0.01,0.02,2.699,,10/19/22 15:27
328,"Nu,Cu",mt,20mg150sIRMS_delay,100,215,52,0.8025,0.8988,0,0,0.3769,,10/19/22 15:40
329,"Nu,Cu",mt,20mg150sIRMS_delay,100,222,22,0.8025,0.8988,0,0,0.1517,,10/19/22 15:53
330,"Nu,Cu",mt,20mg150sIRMS_delay,100,204,53,0.8025,0.8988,0,0,0.4036,,10/19/22 16:07
331,"Nu,Cu",runin,20mg150sIRMS_delay,0.474,211,22,0.8025,0.8988,0.94,0.15,0.1608,,10/19/22 16:20
332,,runin,20mg150sIRMS_delay,0.544,2668,5310,0.8025,0.8988,10.27,32.13,3.1288,,10/19/22 16:33
333,,runin,10mg120sIRMS_delay,0.571,2759,5989,0.8025,0.8988,10.12,34.54,3.414,,10/19/22 16:45
334,,aspartic,20mg150sIRMS_delay,0.508,2359,5336,0.8683,0.9381,10.52,36.09,3.4306,,10/19/22 16:59
335,,aspartic,20mg150sIRMS_delay,0.489,2091,5052,0.9427,0.9538,10.52,36.09,3.4306,,10/19/22 17:12
336,,aspartic,20mg150sIRMS_delay,0.515,2270,5280,0.9145,0.9611,10.52,36.09,3.4306,,10/19/22 17:25
337,"bl,Nu",181,20mg150sIRMS_delay,10.49,438,8537,0.9085,0.951,0.1,2.84,28.4796,,10/19/22 17:39
338,"Nu,Cu",182,20mg150sIRMS_delay,9.83,438,864,0.9085,0.951,0.11,0.31,2.8802,,10/19/22 17:52
339,bl,183,20mg150sIRMS_delay,10.15,2033,16462,0.9085,0.951,0.47,5.68,11.9653,,10/19/22 18:07
340,"Nu,Cu",184,20mg150sIRMS_delay,10.37,369,948,0.9085,0.951,0.08,0.32,3.7601,,10/19/22 18:20
341,"Nu,Cu",185,20mg150sIRMS_delay,9.6,315,337,0.9085,0.951,0.08,0.12,1.561,,10/19/22 18:33
342,bl,186,20mg150sIRMS_delay,9.61,652,10698,0.9085,0.951,0.16,3.89,24,,10/19/22 18:47
343,Nu,187,20mg150sIRMS_delay,10.12,518,2834,0.9085,0.951,0.12,0.98,7.9791,,10/19/22 19:00
344,"Nu,Cu",188,20mg150sIRMS_delay,10.21,309,1938,0.9085,0.951,0.07,0.66,9.1712,,10/19/22 19:13
345,"Nu,Cu",189,20mg150sIRMS_delay,10.13,320,967,0.9085,0.951,0.08,0.33,4.4203,,10/19/22 19:26
346,bl,190,20mg150sIRMS_delay,10.49,2083,13335,0.9085,0.951,0.47,4.45,9.4488,,10/19/22 19:41
347,"Nu,Cu",191,20mg150sIRMS_delay,10.17,390,2127,0.9085,0.951,0.09,0.73,7.9785,,10/19/22 19:54
348,Nu,192,20mg150sIRMS_delay,10.42,386,2978,0.9085,0.951,0.09,1,11.2481,,10/19/22 20:07
349,"Nu,Cu",193,20mg150sIRMS_delay,10.1,516,2039,0.9085,0.951,0.12,0.71,5.7815,,10/19/22 20:20
350,Nu,194,20mg150sIRMS_delay,10.3,447,3231,0.9085,0.951,0.1,1.09,10.5547,,10/19/22 20:33
351,Nu,195,20mg150sIRMS_delay,10.42,533,7398,0.9085,0.951,0.12,2.48,20.2351,,10/19/22 20:46
352,Nu,195-rep,20mg150sIRMS_delay,10.47,554,7307,0.9085,0.951,0.13,2.43,19.2568,,10/19/22 21:00
353,"Nu,Cu",MT,20mg150sIRMS_delay,100,209,100,0.9085,0.951,0.01,0,0.696,,10/19/22 21:13
354,,aspartic,20mg150sIRMS_delay,0.482,2248,5286,0.8646,0.8986,10.52,36.09,3.4306,,10/19/22 21:26
355,Nu,196,20mg150sIRMS_delay,10.29,546,9180,0.8646,0.8986,0.12,2.94,24.3808,,10/19/22 21:39
356,"Nu,Cu",197,20mg150sIRMS_delay,10.26,334,773,0.8646,0.8986,0.07,0.25,3.3606,,10/19/22 21:52
357,"Nu,Cu",198,20mg150sIRMS_delay,9.69,324,418,0.8646,0.8986,0.08,0.14,1.8722,,10/19/22 22:05
358,bl,200,20mg150sIRMS_delay,10.24,701,10497,0.8646,0.8986,0.16,3.38,21.7828,,10/19/22 22:20
359,"Nu,Cu",201,20mg150sIRMS_delay,9.59,368,1662,0.8646,0.8986,0.09,0.57,6.5476,,10/19/22 22:33
360,bl,202,20mg150sIRMS_delay,9.82,3809,23170,0.8646,0.8986,0.87,7.82,8.9434,,10/19/22 22:47
361,bl,203,20mg150sIRMS_delay,9.78,3753,23196,0.8646,0.8986,0.87,7.86,9.0866,,10/19/22 23:01
362,"Nu,Cu",204,20mg150sIRMS_delay,9.826,359,723,0.8646,0.8986,0.08,0.24,2.9193,,10/19/22 23:14
363,"Nu,Cu",205,20mg150sIRMS_delay,9.946,437,848,0.8646,0.8986,0.1,0.28,2.8155,,10/19/22 23:27
364,,206,20mg150sIRMS_delay,10.114,879,7441,0.8646,0.8986,0.2,2.42,12.3101,,10/19/22 23:40
365,Cu,207,20mg150sIRMS_delay,10.354,694,1876,0.8646,0.8986,0.15,0.6,3.9283,,10/19/22 23:54
366,Nu,208,20mg150sIRMS_delay,10.189,497,2614,0.8646,0.8986,0.11,0.85,7.6343,,10/20/22 0:07
367,bl,209,20mg150sIRMS_delay,10.077,3174,20920,0.8646,0.8986,0.71,6.88,9.6851,,10/20/22 0:21
368,"Nu,Cu",210,20mg150sIRMS_delay,10.465,473,1670,0.8646,0.8986,0.1,0.53,5.1255,,10/20/22 0:34
369,"Nu,Cu",210-rep,20mg150sIRMS_delay,10.262,437,1722,0.8646,0.8986,0.1,0.55,5.7253,,10/20/22 0:47
370,"Nu,Cu",MT,20mg150sIRMS_delay,100,225,42,0.8646,0.8986,0.01,0,0.273,,10/20/22 1:00
371,,aspartic,20mg150sIRMS_delay,0.541,2319,5831,0.9406,0.9141,10.52,36.09,3.4306,,10/20/22 1:14
372,Nu,211,20mg150sIRMS_delay,10.011,548,2853,0.9406,0.9141,0.14,0.96,7.0595,,10/20/22 1:27
373,"Nu,Cu",212,20mg150sIRMS_delay,10.385,541,1477,0.9406,0.9141,0.13,0.48,3.7076,,10/20/22 1:40
374,"Nu,Cu",213,20mg150sIRMS_delay,9.92,280,1477,0.9406,0.9141,0.07,0.5,7.1531,,10/20/22 1:53
375,,214,20mg150sIRMS_delay,10.322,1161,10823,0.9406,0.9141,0.28,3.52,12.7318,,10/20/22 2:06
376,"bl,Nu",215,20mg150sIRMS_delay,10.042,575,10973,0.9406,0.9141,0.14,3.67,25.8935,,10/20/22 2:21
377,"Nu,Cu",216,20mg150sIRMS_delay,9.999,360,621,0.9406,0.9141,0.09,0.21,2.3417,,10/20/22 2:34
378,bl,217,20mg150sIRMS_delay,9.984,1045,14347,0.9406,0.9141,0.26,4.84,18.7819,,10/20/22 2:48
379,bl,218,20mg150sIRMS_delay,10.337,748,17504,0.9406,0.9141,0.18,5.71,31.9686,,10/20/22 3:02
380,"Nu,Cu",219,20mg150sIRMS_delay,9.922,400,1001,0.9406,0.9141,0.1,0.34,3.3976,,10/20/22 3:15
381,"Nu,Cu",220,20mg150sIRMS_delay,10.154,434,2037,0.9406,0.9141,0.11,0.67,6.3737,,10/20/22 3:28
382,"Nu,Cu",221,20mg150sIRMS_delay,9.972,311,545,0.9406,0.9141,0.08,0.18,2.3775,,10/20/22 3:42
383,,222,20mg150sIRMS_delay,10.284,1008,8259,0.9406,0.9141,0.24,2.69,11.1646,,10/20/22 3:55
384,bl,223,20mg150sIRMS_delay,10.086,1269,13132,0.9406,0.9141,0.31,4.38,14.1636,,10/20/22 4:09
385,"Nu,Cu",224,20mg150sIRMS_delay,10.059,341,2130,0.9406,0.9141,0.08,0.71,8.4824,,10/20/22 4:22
386,bl,225,20mg150sIRMS_delay,10.292,1737,17824,0.9406,0.9141,0.41,5.84,14.0844,,10/20/22 4:36
387,bl,225-rep,20mg150sIRMS_delay,10.021,1741,17452,0.9406,0.9141,0.43,5.87,13.7554,,10/20/22 4:51
388,"Nu,Cu",MT,20mg150sIRMS_delay,100,205,46,0.9406,0.9141,0.01,0,0.3032,,10/20/22 5:04
389,,aspartic,20mg150sIRMS_delay,0.498,2063,5435,0.973,0.9029,10.52,36.09,3.4306,,10/20/22 5:17
390,Cu,aspartic-0.1mg,20mg150sIRMS_delay,0.134,661,1411,0.973,0.9029,12.61,34.93,2.7699,,10/20/22 5:30
391,,aspartic-1mg,20mg150sIRMS_delay,1.048,4655,11023,0.973,0.9029,11.26,34.89,3.0984,,10/20/22 5:43
392,bl,aspartic-3mg,20mg150sIRMS_delay,3.009,13177,22473,0.973,0.9029,11.09,24.87,2.2421,,10/20/22 5:57
393,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.055,350,727,0.973,0.9029,16.3,43.86,2.6914,,10/20/22 6:11
394,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.051,348,721,0.973,0.9029,17.48,46.88,2.6825,,10/20/22 6:24
395,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.064,376,837,0.973,0.9029,15.04,43.36,2.8826,,10/20/22 6:37
396,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.045,324,529,0.973,0.9029,18.45,38.98,2.1125,,10/20/22 6:50
397,"Nu,Cu",MT,20mg150sIRMS_delay,100,170,35,0.973,0.9029,0,0,0.2674,,10/20/22 7:03
398,"Nu,Cu",mt,20mg150sIRMS_delay,100,292,94,0.973,0.9029,0.01,0,0.416,ash crucible changed,10/20/22 13:19
399,"Nu,Cu",mt,20mg150sIRMS_delay,100,235,43,0.973,0.9029,0.01,0,0.2381,,10/20/22 13:33
400,"Nu,Cu",mt,20mg150sIRMS_delay,100,218,38,0.973,0.9029,0.01,0,0.2272,,10/20/22 13:46
401,"Cnp,Nu",mt,20mg150sIRMS_delay,100,202,0,0.973,0.9029,0.01,0,0,,10/20/22 13:59
402,,runin,20mg150sIRMS_delay,0.474,2540,5571,0.973,0.9029,13.61,38.87,2.8567,,10/20/22 16:11
403,,runin,20mg150sIRMS_delay,0.501,2385,5675,0.973,0.9029,12.09,37.46,3.099,,10/20/22 16:25
404,,runin,10mg120sIRMS_delay,0.495,2228,5520,0.973,0.9029,11.43,36.88,3.2271,,10/20/22 16:37
405,,aspartic,20mg150sIRMS_delay,0.521,2283,5568,0.9199,0.9221,10.52,36.09,3.4306,,10/20/22 16:50
406,,aspartic,20mg150sIRMS_delay,0.533,2450,5587,0.877,0.94,10.52,36.09,3.4306,,10/20/22 17:04
407,,aspartic,20mg150sIRMS_delay,0.497,2314,5163,0.866,0.9485,10.52,36.09,3.4306,,10/20/22 17:17
408,"bl,Nu",226,20mg150sIRMS_delay,10.387,398,15023,0.8876,0.9369,0.09,4.99,55.7887,,10/20/22 17:31
409,bl,227,20mg150sIRMS_delay,10.287,1375,14029,0.8876,0.9369,0.31,4.7,15.1749,,10/20/22 17:45
410,"Nu,Cu",228,20mg150sIRMS_delay,10.294,310,800,0.8876,0.9369,0.07,0.27,3.798,,10/20/22 17:58
411,"Nu,Cu",229,20mg150sIRMS_delay,9.739,332,1483,0.8876,0.9369,0.08,0.52,6.5775,,10/20/22 18:12
412,"Nu,Cu",230,20mg150sIRMS_delay,10.243,371,1534,0.8876,0.9369,0.08,0.52,6.0973,,10/20/22 18:25
413,bl,231,20mg150sIRMS_delay,10.344,1048,12435,0.8876,0.9369,0.24,4.14,17.6063,,10/20/22 18:39
414,"Nu,Cu",232,20mg150sIRMS_delay,10.413,416,1491,0.8876,0.9369,0.09,0.49,5.2774,,10/20/22 18:52
415,Nu,233,20mg150sIRMS_delay,9.926,557,6548,0.8876,0.9369,0.13,2.26,17.2847,,10/20/22 19:05
416,bl,234,20mg150sIRMS_delay,10.066,1105,12252,0.8876,0.9369,0.25,4.19,16.4529,,10/20/22 19:20
417,Nu,235,20mg150sIRMS_delay,9.721,598,4425,0.8876,0.9369,0.14,1.56,10.8675,,10/20/22 19:33
418,Nu,236,20mg150sIRMS_delay,9.95,501,2562,0.8876,0.9369,0.12,0.89,7.5319,,10/20/22 19:46
419,"Nu,Cu",237,20mg150sIRMS_delay,10.406,315,1322,0.8876,0.9369,0.07,0.44,6.1796,,10/20/22 19:59
420,"bl,Nu",238,20mg150sIRMS_delay,10.115,330,10237,0.8876,0.9369,0.08,3.48,45.7029,,10/20/22 20:13
421,bl,239,20mg150sIRMS_delay,10.095,1875,14106,0.8876,0.9369,0.43,4.82,11.1955,,10/20/22 20:27
