Sample_Name,Original Date Received,Status,Date_Analyzed,Storage Location,Notes,ECA Protocol (from Kit_ID)
EC_107_SCN-W1,7/19/2023,,,,,Not used for ECA
EC_107_SCN-W2,7/19/2023,,,,,Not used for ECA
EC_107_SCN-W3,7/19/2023,,,,,Not used for ECA
EC_107_SCN-W4,7/19/2023,,,,,Not used for ECA
EC_107_SCN-W5,7/19/2023,,,,,Not used for ECA
EC_108_SCN-D1,7/27/2023,,,,,Not used for ECA
EC_108_SCN-D2,7/27/2023,,,,,Not used for ECA
EC_108_SCN-D3,7/27/2023,,,,,Not used for ECA
EC_108_SCN-D4,7/27/2023,,,,,Not used for ECA
EC_108_SCN-D5,7/27/2023,,,,,Not used for ECA
EC_108_SCN-W1,7/27/2023,,,,,Not used for ECA
EC_108_SCN-W2,7/27/2023,,,,,Not used for ECA
EC_108_SCN-W3,7/27/2023,,,,,Not used for ECA
EC_108_SCN-W4,7/27/2023,,,,,Not used for ECA
EC_108_SCN-W5,7/27/2023,,,,,Not used for ECA
EC_109_SCN-D1,8/23/2023,,,,,Not used for ECA
EC_109_SCN-D2,8/23/2023,,,,,Not used for ECA
EC_109_SCN-D3,8/23/2023,,,,,Not used for ECA
EC_109_SCN-D4,8/23/2023,,,,,Not used for ECA
EC_109_SCN-D5,8/23/2023,,,,,Not used for ECA
EC_109_SCN-W1,8/23/2023,,,,,Not used for ECA
EC_109_SCN-W2,8/23/2023,,,,,Not used for ECA
EC_109_SCN-W3,8/23/2023,,,,,Not used for ECA
EC_109_SCN-W4,8/23/2023,,,,,Not used for ECA
EC_109_SCN-W5,8/23/2023,,,,,Not used for ECA
EC_110_SCN-D1,8/23/2023,,,,,Not used for ECA
EC_110_SCN-D2,8/23/2023,,,,,Not used for ECA
EC_110_SCN-D3,8/23/2023,,,,,Not used for ECA
EC_110_SCN-D4,8/23/2023,,,,,Not used for ECA
EC_110_SCN-D5,8/23/2023,,,,,Not used for ECA
EC_110_SCN-W1,8/23/2023,,,,,Not used for ECA
EC_110_SCN-W2,8/23/2023,,,,,Not used for ECA
EC_110_SCN-W3,8/23/2023,,,,,Not used for ECA
EC_110_SCN-W4,8/23/2023,,,,,Not used for ECA
EC_110_SCN-W5,8/23/2023,,,,,Not used for ECA
EC_111_SCN-D1,9/6/2023,,,,,Not used for ECA
EC_111_SCN-D2,9/6/2023,,,,,Not used for ECA
EC_111_SCN-D3,9/6/2023,,,,,Not used for ECA
EC_111_SCN-D4,9/6/2023,,,,,Not used for ECA
EC_111_SCN-D5,9/6/2023,,,,,Not used for ECA
EC_111_SCN-W1,9/6/2023,,,,,Not used for ECA
EC_111_SCN-W2,9/6/2023,,,,,Not used for ECA
EC_111_SCN-W3,9/6/2023,,,,,Not used for ECA
EC_111_SCN-W4,9/6/2023,,,,,Not used for ECA
EC_111_SCN-W5,9/6/2023,,,,,Not used for ECA
EC_112_SCN-D1,9/13/2023,,,,,Not used for ECA
EC_112_SCN-D2,9/13/2023,,,,,Not used for ECA
EC_112_SCN-D3,9/13/2023,,,,,Not used for ECA
EC_112_SCN-D4,9/13/2023,,,,,Not used for ECA
EC_112_SCN-D5,9/13/2023,,,,,Not used for ECA
EC_112_SCN-W1,9/13/2023,,,,,Not used for ECA
EC_112_SCN-W2,9/13/2023,,,,,Not used for ECA
EC_112_SCN-W3,9/13/2023,,,,,Not used for ECA
EC_112_SCN-W4,9/13/2023,,,,,Not used for ECA
EC_112_SCN-W5,9/13/2023,,,,,Not used for ECA
EC_113_SCN-D1,9/12/2023,,,,,Not used for ECA
EC_113_SCN-D2,9/12/2023,,,,,Not used for ECA
EC_113_SCN-D3,9/12/2023,,,,,Not used for ECA
EC_113_SCN-D4,9/12/2023,,,,,Not used for ECA
EC_113_SCN-D5,9/12/2023,,,,,Not used for ECA
EC_113_SCN-W1,9/12/2023,,,,,Not used for ECA
EC_113_SCN-W2,9/12/2023,,,,,Not used for ECA
EC_113_SCN-W3,9/12/2023,,,,,Not used for ECA
EC_113_SCN-W4,9/12/2023,,,,,Not used for ECA
EC_113_SCN-W5,9/12/2023,,,,,Not used for ECA
EC_114_SCN-D1,9/27/2023,,,,,Not used for ECA
EC_114_SCN-D2,9/27/2023,,,,,Not used for ECA
EC_114_SCN-D3,9/27/2023,,,,,Not used for ECA
EC_114_SCN-D4,9/27/2023,,,,,Not used for ECA
EC_114_SCN-D5,9/27/2023,,,,,Not used for ECA
EC_114_SCN-W1,9/27/2023,,,,,Not used for ECA
EC_114_SCN-W2,9/27/2023,,,,,Not used for ECA
EC_114_SCN-W3,9/27/2023,,,,,Not used for ECA
EC_114_SCN-W4,9/27/2023,,,,,Not used for ECA
EC_114_SCN-W5,9/27/2023,,,,,Not used for ECA
EC_115_SCN-D1,9/19/2023,,,,,Not used for ECA
EC_115_SCN-D2,9/19/2023,,,,,Not used for ECA
EC_115_SCN-D3,9/19/2023,,,,,Not used for ECA
EC_115_SCN-D4,9/19/2023,,,,,Not used for ECA
EC_115_SCN-D5,9/19/2023,,,,,Not used for ECA
EC_115_SCN-W1,9/19/2023,,,,,Not used for ECA
EC_115_SCN-W2,9/19/2023,,,,,Not used for ECA
EC_115_SCN-W3,9/19/2023,,,,,Not used for ECA
EC_115_SCN-W4,9/19/2023,,,,,Not used for ECA
EC_115_SCN-W5,9/19/2023,,,,,Not used for ECA
EC_116_SCN-D1,9/19/2023,,,,,Not used for ECA
EC_116_SCN-D2,9/19/2023,,,,,Not used for ECA
EC_116_SCN-D3,9/19/2023,,,,,Not used for ECA
EC_116_SCN-D4,9/19/2023,,,,,Not used for ECA
EC_116_SCN-D5,9/19/2023,,,,,Not used for ECA
EC_116_SCN-W1,9/19/2023,,,,,Not used for ECA
EC_116_SCN-W2,9/19/2023,,,,,Not used for ECA
EC_116_SCN-W3,9/19/2023,,,,,Not used for ECA
EC_116_SCN-W4,9/19/2023,,,,,Not used for ECA
EC_116_SCN-W5,9/19/2023,,,,,Not used for ECA
EC_117_SCN-D1,10/11/2023,,,,,Not used for ECA
EC_117_SCN-D2,10/11/2023,,,,,Not used for ECA
EC_117_SCN-D3,10/11/2023,,,,,Not used for ECA
EC_117_SCN-D4,10/11/2023,,,,,Not used for ECA
EC_117_SCN-D5,10/11/2023,,,,,Not used for ECA
EC_117_SCN-W1,10/11/2023,,,,,Not used for ECA
EC_117_SCN-W2,10/11/2023,,,,,Not used for ECA
EC_117_SCN-W3,10/11/2023,,,,,Not used for ECA
EC_117_SCN-W4,10/11/2023,,,,,Not used for ECA
EC_117_SCN-W5,10/11/2023,,,,,Not used for ECA
EC_001_SCN-D1,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-D2,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-D3,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-D4,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-D5,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-W1,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-W2,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-W3,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-W4,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_001_SCN-W5,4/20/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-D1,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-D2,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-D3,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-D4,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-D5,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-W1,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-W2,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-W3,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-W4,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_002_SCN-W5,6/1/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-D1,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-D2,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-D3,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-D4,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-D5,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-W1,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-W2,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-W3,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-W4,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_003_SCN-W5,5/4/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-D1,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-D2,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-D3,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-D4,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-D5,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-W1,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-W2,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-W3,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-W4,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_004_SCN-W5,5/25/2022,Frozen,,2245 -20C,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-D1,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-D2,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-D3,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-D4,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-D5,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-W1,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-W2,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-W3,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-W4,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_006_SCN-W5,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-D1,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-D2,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-D3,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-D4,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-D5,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-W1,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-W2,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-W3,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-W4,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_007_SCN-W5,5/17/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-D1,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-D2,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-D3,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-D4,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-D5,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-W1,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-W2,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-W3,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-W4,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_008_SCN-W5,5/24/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-D1,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-D2,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-D3,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-D4,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-D5,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-W1,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-W2,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-W3,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-W4,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_010_SCN-W5,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-D1,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-D2,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-D3,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-D4,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-D5,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-W1,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-W2,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-W3,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-W4,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_015_SCN-W5,6/8/2022,Not Analyzed,,,"Jar sample
",Protocol 1 (Jars)
EC_005_SCN-D1,11/9/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-D2,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-D3,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-D4,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-D5,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-W1,11/9/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-W2,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-W3,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-W4,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_005_SCN-W5,11/9/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-D1,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-D2,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-D3,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-D4,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-D5,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-W1,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-W2,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-W3,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-W4,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_009_SCN-W5,4/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-D1,8/23/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-D2,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-D3,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-D4,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-D5,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-W1,8/23/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-W2,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-W3,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-W4,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_011_SCN-W5,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-D1,8/23/2022,Not Analyzed,,,"sample broken, not used",Protocol 2 (Amber vials)
EC_012_SCN-D2,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-D3,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-D4,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-D5,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-W1,8/23/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-W2,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-W3,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-W4,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_012_SCN-W5,8/23/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-D1,7/13/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-D2,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-D3,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-D4,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-D5,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-W1,7/13/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-W2,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-W3,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-W4,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_013_SCN-W5,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-D1,6/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-D2,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-D3,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-D4,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-D5,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-W1,6/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-W2,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-W3,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-W4,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_014_SCN-W5,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-D1,11/16/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-D2,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-D3,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-D4,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-D5,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-W1,11/16/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-W2,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-W3,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-W4,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_017_SCN-W5,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-D1,6/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-D2,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-D3,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-D4,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-D5,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-W1,6/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-W2,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-W3,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-W4,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_018_SCN-W5,6/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-D1,9/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-D2,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-D3,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-D4,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-D5,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-W1,9/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-W2,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-W3,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-W4,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_021_SCN-W5,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-D1,9/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-D2,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-D3,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-D4,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-D5,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-W1,9/15/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-W2,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-W3,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-W4,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_022_SCN-W5,9/15/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-D1,9/14/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-D2,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-D3,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-D4,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-D5,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-W1,9/14/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-W2,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-W3,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-W4,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_023_SCN-W5,9/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-D1,8/3/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-D2,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-D3,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-D4,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-D5,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
